1788664305.645073 server started (57718): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788664305.645089 on Linux 7.2.3-arch1-2 #1 SMP PREEMPT_DYNAMIC Thu, 03 Sep 2026 17:55:06 +0000
1788664305.645095 using libevent 2.1.13-stable poll
1788664305.645097 using ncurses 6.6 20251230
1788664305.764832 notify_add: session_format=0
1788664305.764833 notify_add: sixel_support=1
1788664305.764834 notify_add: socket_path=/tmp/tmux-1000/default
1788664305.764836 notify_add: start_time=1788664305
1788664305.764839 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{?pane_floating_flag,#[italics],}#{pane_current_command}#{pane_flags}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1788664305.764841 notify_add: uid=1000
1788664305.764843 notify_add: user=spenser
1788664305.764844 notify_add: version=3.7c
1788664305.764845 notify_add: window_format=0
1788664305.764847 notify_add: hook=client-dark-theme
1788664305.764848 notify_add: hook_client=/dev/pts/0
1788664305.764850 session_add_ref: 0 notify_add, now 2
1788664305.764851 cmdq_append <global>: [notify_callback/0x55cc012eb740]
1788664305.764853 /dev/pts/0: (force) repeating requests (0 seconds)
1788664305.764854 /dev/pts/0: \033]10;?\033\\\033]11;?\033\\
1788664305.764856 /dev/pts/0: start timer started
1788664305.764858 /dev/pts/0: keys are 92 (\033[?62;52;c\033[>1;4000;48c\033P>|kitty(0.48.2)\033\\\033]10;rgb:dddd/dddd/dddd\033\\\033]11;rgb:0000/0000/0000\033\\)
1788664305.764859 /dev/pts/0: DA feature: 52
1788664305.764861 adding terminal features clipboard
1788664305.764862 /dev/pts/0: DA feature: 0
1788664305.764863 /dev/pts/0: received primary DA \033[?62;52;c
1788664305.764866 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,RGB,title
1788664305.764868 /dev/pts/0: \033[?7727h
1788664305.764869 /dev/pts/0: \033(B\033[m
1788664305.764870 /dev/pts/0: \033[?12h\033[?25h
1788664305.764872 /dev/pts/0: current mode ALL
1788664305.764873 /dev/pts/0: setting mode CURSOR
1788664305.764874 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1788664305.764876 /dev/pts/0: \033[1;1H
1788664305.764877 /dev/pts/0: \033[1;69r
1788664305.764879 /dev/pts/0: complete key \033[?62;52;c 0x200000001
1788664305.764881 /dev/pts/0: keys are 82 (\033[>1;4000;48c\033P>|kitty(0.48.2)\033\\\033]10;rgb:dddd/dddd/dddd\033\\\033]11;rgb:0000/0000/0000\033\\)
1788664305.764882 /dev/pts/0: received secondary DA \033[>1;4000;48c
1788664305.764884 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,RGB,title
1788664305.764885 /dev/pts/0: \033[?7727h
1788664305.764889 /dev/pts/0: \033(B\033[m
1788664305.764890 /dev/pts/0: \033[?12h\033[?25h
1788664305.764891 /dev/pts/0: current mode ALL
1788664305.764892 /dev/pts/0: setting mode CURSOR
1788664305.764894 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1788664305.764895 /dev/pts/0: \033[1;1H
1788664305.764896 /dev/pts/0: \033[1;69r
1788664305.764898 /dev/pts/0: complete key \033[>1;4000;48c 0x200000001
1788664305.764899 /dev/pts/0: keys are 69 (\033P>|kitty(0.48.2)\033\\\033]10;rgb:dddd/dddd/dddd\033\\\033]11;rgb:0000/0000/0000\033\\)
1788664305.764901 /dev/pts/0: received extended DA \033P>|kitty(0.48.2)\033\\
1788664305.764902 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,RGB,title
1788664305.764904 /dev/pts/0: \033[?7727h
1788664305.764905 /dev/pts/0: \033(B\033[m
1788664305.764906 /dev/pts/0: \033[?12h\033[?25h
1788664305.764907 /dev/pts/0: current mode ALL
1788664305.764908 /dev/pts/0: setting mode CURSOR
1788664305.764910 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1788664305.764911 /dev/pts/0: \033[1;1H
1788664305.764912 /dev/pts/0: \033[1;69r
1788664305.764914 /dev/pts/0: complete key \033P>|kitty(0.48.2)\033\\ 0x200000001
1788664305.764915 /dev/pts/0: keys are 50 (\033]10;rgb:dddd/dddd/dddd\033\\\033]11;rgb:0000/0000/0000\033\\)
1788664305.764921 colour_parseX11: rgb:dddd/dddd/dddd = #dddddd
1788664305.764922 /dev/pts/0 fg is #dddddd
1788664305.764923 /dev/pts/0: complete key \033]10;rgb:dddd/dddd/dddd\033\\ 0x200000001
1788664305.764925 /dev/pts/0: keys are 25 (\033]11;rgb:0000/0000/0000\033\\)
1788664305.764927 colour_parseX11: rgb:0000/0000/0000 = #000000
1788664305.764928 /dev/pts/0 bg is #000000
1788664305.764930 /dev/pts/0: complete key \033]11;rgb:0000/0000/0000\033\\ 0x200000001
1788664305.764933 peer 0x55cc012ff320 message 208
1788664305.764936 tty_resize: /dev/pts/0 now 187x69 (9x20)
1788664305.764937 /dev/pts/0: \033(B\033[m
1788664305.764938 /dev/pts/0: \033[?12h\033[?25h
1788664305.764939 /dev/pts/0: current mode ALL
1788664305.764940 /dev/pts/0: setting mode CURSOR
1788664305.764942 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1788664305.764943 /dev/pts/0: \033[1;1H
1788664305.764944 /dev/pts/0: \033[1;69r
1788664305.764946 /dev/pts/0: not repeating requests (0 seconds)
1788664305.764948 recalculate_size: @0 is 187x68
1788664305.764950 clients_calculate_size: after /dev/pts/0 (187x68), size is 187x68
1788664305.764951 clients_calculate_size: calculated size 187x68
1788664305.764953 clients_calculate_size: calculated size 187x68
1788664305.764954 clients_calculate_size: type is latest
1788664305.764955 recalculate_size: @0 no size change
1788664305.764957 cmd_find_from_client: s=$0 0
1788664305.764958 cmd_find_from_client: wl=1 1 w=@0 [tmux]
1788664305.764959 cmd_find_from_client: wp=%0
1788664305.764961 cmd_find_from_client: idx=none
1788664305.764962 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1788664305.764964 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1788664305.764966 notify_add: config_files=/etc/tmux.conf,/home/spenser/.tmux.conf,/home/spenser/.config/tmux/tmux.conf
1788664305.764968 notify_add: host=gungnir
1788664305.764969 notify_add: host_short=gungnir
1788664305.764971 notify_add: loop_last_flag=0
1788664305.764972 notify_add: next_session_id=$1
1788664305.764973 notify_add: pane_format=0
1788664305.764975 notify_add: pid=57718
1788664305.764977 notify_add: server_sessions=1
1788664305.764978 notify_add: session_format=0
1788664305.764979 notify_add: sixel_support=1
1788664305.764980 notify_add: socket_path=/tmp/tmux-1000/default
1788664305.764982 notify_add: start_time=1788664305
1788664305.764985 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{?pane_floating_flag,#[italics],}#{pane_current_command}#{pane_flags}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1788664305.764989 notify_add: uid=1000
1788664305.764990 notify_add: user=spenser
1788664305.764991 notify_add: version=3.7c
1788664305.764993 notify_add: window_format=0
1788664305.764994 notify_add: hook=client-resized
1788664305.764995 notify_add: hook_client=/dev/pts/0
1788664305.764997 session_add_ref: 0 notify_add, now 3
1788664305.764998 cmdq_append <global>: [notify_callback/0x55cc012e4ee0]
1788664305.765000 redraw timer fired
1788664305.765002 server_signal: Child exited
1788664305.765011 %0 exited
1788664305.765649 cmd_find_best_session_with_window: window is @0
1788664305.765661 cmd_find_best_session: 1 sessions to try
1788664305.765665 cmd_find_best_winlink_with_window: window is @0
1788664305.765667 cmd_find_best_winlink_with_window: window is @0
1788664305.765671 cmd_find_from_window: s=$0 0
1788664305.765674 cmd_find_from_window: wl=1 1 w=@0 [tmux]
1788664305.765677 cmd_find_from_window: wp=%0
1788664305.765679 cmd_find_from_window: idx=1
1788664305.765681 cmd_find_from_pane: s=$0 0
1788664305.765683 cmd_find_from_pane: wl=1 1 w=@0 [tmux]
1788664305.765696 cmd_find_from_pane: wp=%0
1788664305.765698 cmd_find_from_pane: idx=1
1788664305.765706 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1788664305.765710 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1788664305.765715 notify_add: config_files=/etc/tmux.conf,/home/spenser/.tmux.conf,/home/spenser/.config/tmux/tmux.conf
1788664305.765720 notify_add: host=gungnir
1788664305.765722 notify_add: host_short=gungnir
1788664305.765725 notify_add: loop_last_flag=0
1788664305.765727 notify_add: next_session_id=$1
1788664305.765728 notify_add: pane_format=0
1788664305.765732 notify_add: pid=57718
1788664305.765735 notify_add: server_sessions=1
1788664305.765738 notify_add: session_format=0
1788664305.765740 notify_add: sixel_support=1
1788664305.765743 notify_add: socket_path=/tmp/tmux-1000/default
1788664305.765746 notify_add: start_time=1788664305
1788664305.765755 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{?pane_floating_flag,#[italics],}#{pane_current_command}#{pane_flags}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1788664305.765758 notify_add: uid=1000
1788664305.765760 notify_add: user=spenser
1788664305.765761 notify_add: version=3.7c
1788664305.765769 notify_add: window_format=0
1788664305.765771 notify_add: hook=pane-exited
1788664305.765772 notify_add: hook_pane=%0
1788664305.765774 notify_add: hook_window=@0
1788664305.765776 notify_add: hook_window_name=[tmux]
1788664305.765778 session_add_ref: 0 notify_add, now 4
1788664305.765782 cmdq_append <global>: [notify_callback/0x55cc012d1640]
1788664305.765785 cmd_find_best_session_with_window: window is @0
1788664305.765787 cmd_find_best_session: 1 sessions to try
1788664305.765789 cmd_find_best_winlink_with_window: window is @0
1788664305.765790 cmd_find_best_winlink_with_window: window is @0
1788664305.765792 cmd_find_from_window: s=$0 0
1788664305.765794 cmd_find_from_window: wl=1 1 w=@0 [tmux]
1788664305.765795 cmd_find_from_window: wp=%0
1788664305.765796 cmd_find_from_window: idx=1
1788664305.765808 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1788664305.765811 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1788664305.765813 notify_add: config_files=/etc/tmux.conf,/home/spenser/.tmux.conf,/home/spenser/.config/tmux/tmux.conf
1788664305.765816 notify_add: host=gungnir
1788664305.765818 notify_add: host_short=gungnir
1788664305.765819 notify_add: loop_last_flag=0
1788664305.765825 notify_add: next_session_id=$1
1788664305.765827 notify_add: pane_format=0
1788664305.765830 notify_add: pid=57718
1788664305.765831 notify_add: server_sessions=1
1788664305.765833 notify_add: session_format=0
1788664305.765835 notify_add: sixel_support=1
1788664305.765837 notify_add: socket_path=/tmp/tmux-1000/default
1788664305.765839 notify_add: start_time=1788664305
1788664305.765843 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{?pane_floating_flag,#[italics],}#{pane_current_command}#{pane_flags}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1788664305.765845 notify_add: uid=1000
1788664305.765847 notify_add: user=spenser
1788664305.765848 notify_add: version=3.7c
1788664305.765850 notify_add: window_format=0
1788664305.765852 notify_add: hook=window-layout-changed
1788664305.765853 notify_add: hook_window=@0
1788664305.765856 notify_add: hook_window_name=[tmux]
1788664305.765857 window_add_ref: @0 notify_add, now 2
1788664305.765860 session_add_ref: 0 notify_add, now 5
1788664305.765863 cmdq_append <global>: [notify_callback/0x55cc012cb0d0]
1788664305.765865 window_lost_pane: @0 pane %0
1788664305.765877 window_pane_reset_mode: no next mode
1788664305.765879 cmd_find_best_session_with_window: window is @0
1788664305.765881 cmd_find_best_session: 1 sessions to try
1788664305.765884 cmd_find_best_winlink_with_window: window is @0
1788664305.765885 cmd_find_best_winlink_with_window: window is @0
1788664305.765887 cmd_find_from_window: s=$0 0
1788664305.765888 cmd_find_from_window: wl=1 1 w=@0 [tmux]
1788664305.765890 cmd_find_from_window: wp=none
1788664305.765891 cmd_find_from_window: idx=1
1788664305.765893 cmd_find_from_pane: s=$0 0
1788664305.765894 cmd_find_from_pane: wl=1 1 w=@0 [tmux]
1788664305.765895 cmd_find_from_pane: wp=%0
1788664305.765897 cmd_find_from_pane: idx=1
1788664305.765903 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1788664305.765906 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1788664305.765908 notify_add: config_files=/etc/tmux.conf,/home/spenser/.tmux.conf,/home/spenser/.config/tmux/tmux.conf
1788664305.765910 notify_add: host=gungnir
1788664305.765912 notify_add: host_short=gungnir
1788664305.765914 notify_add: loop_last_flag=0
1788664305.765916 notify_add: next_session_id=$1
1788664305.765917 notify_add: pane_format=0
1788664305.765920 notify_add: pid=57718
1788664305.765921 notify_add: server_sessions=1
1788664305.765923 notify_add: session_format=0
1788664305.765924 notify_add: sixel_support=1
1788664305.765929 notify_add: socket_path=/tmp/tmux-1000/default
1788664305.765931 notify_add: start_time=1788664305
1788664305.765936 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{?pane_floating_flag,#[italics],}#{pane_current_command}#{pane_flags}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1788664305.765939 notify_add: uid=1000
1788664305.765940 notify_add: user=spenser
1788664305.765941 notify_add: version=3.7c
1788664305.765943 notify_add: window_format=0
1788664305.765945 notify_add: hook=pane-mode-changed
1788664305.765946 notify_add: hook_pane=%0
1788664305.765948 notify_add: hook_window=@0
1788664305.765949 notify_add: hook_window_name=[tmux]
1788664305.765952 session_add_ref: 0 notify_add, now 6
1788664305.765953 cmdq_append <global>: [notify_callback/0x55cc012e2770]
1788664305.765955 screen_write_stop_sync: %0 stopped sync mode
1788664305.765967 cmd_find_best_winlink_with_window: window is @0
1788664305.765969 cmd_find_from_session_window: s=$0 0
1788664305.765970 cmd_find_from_session_window: wl=1 1 w=@0 [tmux]
1788664305.765972 cmd_find_from_session_window: wp=none
1788664305.765973 cmd_find_from_session_window: idx=1
1788664305.765976 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1788664305.765977 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1788664305.765981 notify_add: config_files=/etc/tmux.conf,/home/spenser/.tmux.conf,/home/spenser/.config/tmux/tmux.conf
1788664305.765983 notify_add: host=gungnir
1788664305.765985 notify_add: host_short=gungnir
1788664305.765986 notify_add: loop_last_flag=0
1788664305.765988 notify_add: next_session_id=$1
1788664305.765990 notify_add: pane_format=0
1788664305.765992 notify_add: pid=57718
1788664305.765993 notify_add: server_sessions=1
1788664305.765995 notify_add: session_format=0
1788664305.765996 notify_add: sixel_support=1
1788664305.765998 notify_add: socket_path=/tmp/tmux-1000/default
1788664305.766000 notify_add: start_time=1788664305
1788664305.766004 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{?pane_floating_flag,#[italics],}#{pane_current_command}#{pane_flags}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1788664305.766006 notify_add: uid=1000
1788664305.766007 notify_add: user=spenser
1788664305.766009 notify_add: version=3.7c
1788664305.766010 notify_add: window_format=0
1788664305.766012 notify_add: hook=window-unlinked
1788664305.766014 notify_add: hook_session=$0
1788664305.766015 notify_add: hook_session_name=0
1788664305.766016 notify_add: hook_window=@0
1788664305.766018 notify_add: hook_window_name=[tmux]
1788664305.766020 session_add_ref: 0 notify_add, now 7
1788664305.766021 window_add_ref: @0 notify_add, now 3
1788664305.766023 session_add_ref: 0 notify_add, now 8
1788664305.766024 cmdq_append <global>: [notify_callback/0x55cc012fc200]
1788664305.766029 window_remove_ref: @0 winlink_remove, now 2
1788664305.766032 session 0 destroyed (server_destroy_session_group)
1788664305.766034 cmd_find_best_session: 0 sessions to try
1788664305.766036 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1788664305.766038 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1788664305.766041 notify_add: config_files=/etc/tmux.conf,/home/spenser/.tmux.conf,/home/spenser/.config/tmux/tmux.conf
1788664305.766043 notify_add: host=gungnir
1788664305.766045 notify_add: host_short=gungnir
1788664305.766046 notify_add: loop_last_flag=0
1788664305.766048 notify_add: next_session_id=$1
1788664305.766049 notify_add: pane_format=0
1788664305.766051 notify_add: pid=57718
1788664305.766053 notify_add: server_sessions=0
1788664305.766055 notify_add: session_format=0
1788664305.766056 notify_add: sixel_support=1
1788664305.766058 notify_add: socket_path=/tmp/tmux-1000/default
1788664305.766059 notify_add: start_time=1788664305
1788664305.766063 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{?pane_floating_flag,#[italics],}#{pane_current_command}#{pane_flags}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
